Time_s,EC_true,R_soil_true_Ohm,I_true_A,I_meas_A,I_comp_A,EC_raw,EC_est,Error_raw,Error_comp
11.08,1e-06,100000,9.99999996848695e-06,1.21397539855051e-05,1.62670969563968e-05,1.21397488051116e-06,1.62670116192765e-06,2.13974880511155e-07,6.26701161927653e-07
11.081,1e-06,100000,9.99999996848695e-06,8.25316986451047e-06,1.6270485286071e-05,8.51876692832509e-07,1.62703988591662e-06,-1.48123307167491e-07,6.27039885916621e-07
11.082,1e-06,100000,9.99999996848695e-06,7.29832584491973e-06,1.62744972999274e-05,7.88069493762014e-07,1.62744114071027e-06,-2.11930506237986e-07,6.2744114071027e-07
11.083,1e-06,100000,9.99999996848695e-06,9.28029644553119e-06,1.6278090571305e-05,9.33150046900931e-07,1.62780068372413e-06,-6.6849953099069e-08,6.2780068372413e-07
11.084,1e-06,100000,9.99999996848695e-06,7.80398567759847e-06,1.62828688453201e-05,8.20620259037346e-07,1.628279044356e-06,-1.79379740962654e-07,6.28279044355997e-07
11.085,1e-06,100000,9.99999996848695e-06,1.04716801177029e-05,1.62859170438686e-05,1.04716775410358e-06,1.62858435128618e-06,4.71677541035759e-08,6.28584351286178e-07
11.086,1e-06,100000,9.99999996848695e-06,1.11482850566962e-05,1.62893999190834e-05,1.11482265075838e-06,1.62893333551646e-06,1.14822650758378e-07,6.28933335516461e-07
11.087,1e-06,100000,9.99999996848695e-06,9.5513399166043e-06,1.6293005514771e-05,9.57249749892146e-07,1.6292947739411e-06,-4.27502501078544e-08,6.29294773941102e-07
11.088,1e-06,100000,9.99999996848695e-06,8.75655971278675e-06,1.629659323256e-05,8.89860556838009e-07,1.62965457945903e-06,-1.10139443161991e-07,6.29654579459031e-07
11.089,1e-06,100000,9.99999996848695e-06,5.71289178337293e-06,1.63012630103467e-05,7.00899958426422e-07,1.63012314085883e-06,-2.99100041573578e-07,6.30123140858831e-07
11.09,1e-06,100000,9.99999996848695e-06,7.39549920492305e-06,1.63041087285998e-05,7.94122838650219e-07,1.63040880987889e-06,-2.05877161349781e-07,6.30408809878888e-07
11.091,1e-06,100000,9.99999996848695e-06,8.80225783226047e-06,1.63076577790446e-05,8.93477150629758e-07,1.63076522362592e-06,-1.06522849370242e-07,6.30765223625918e-07
11.092,1e-06,100000,9.99999996848695e-06,5.18116762462058e-06,1.63111111401092e-05,6.75828760093196e-07,1.63111014230503e-06,-3.24171239906804e-07,6.31110142305034e-07
11.093,1e-06,100000,9.99999996848695e-06,6.87228357106665e-06,1.6314452721764e-05,7.62583554626407e-07,1.63144291949729e-06,-2.37416445373593e-07,6.31442919497289e-07
11.094,1e-06,100000,9.99999996848695e-06,9.02782025011612e-06,1.63188284418708e-05,9.11767856474667e-07,1.63187888853353e-06,-8.82321435253333e-08,6.31878888533532e-07
11.095,1e-06,100000,9.99999996848695e-06,6.55117354780785e-06,1.63218909879514e-05,7.44438180279353e-07,1.63218415986323e-06,-2.55561819720647e-07,6.32184159863228e-07
11.096,1e-06,100000,9.99999996848695e-06,7.37563758981705e-06,1.63251589318001e-05,7.92878024189224e-07,1.63251003100817e-06,-2.07121975810776e-07,6.32510031008167e-07
11.097,1e-06,100000,9.99999996848695e-06,9.29650935247841e-06,1.63290212058095e-05,9.3455743659379e-07,1.63289533507412e-06,-6.54425634062096e-08,6.32895335074125e-07
11.098,1e-06,100000,9.99999996848695e-06,9.09501390746491e-06,1.63321139701124e-05,9.17362203420465e-07,1.63320400329001e-06,-8.26377965795349e-08,6.33204003290013e-07
11.099,1e-06,100000,9.99999996848695e-06,8.96694702977777e-06,1.63356573583639e-05,9.06758313607401e-07,1.63355778875227e-06,-9.32416863925985e-08,6.33557788752268e-07
11.1,1e-06,100000,9.99999996848695e-06,1.31275780480266e-05,1.6339530399134e-05,1.3127571057372e-06,1.63394466335388e-06,3.12757105737203e-07,6.33944663353879e-07
11.101,1e-06,100000,9.99999996848695e-06,9.95402671488711e-06,1.63437361388158e-05,9.95444685470401e-07,1.63436497854195e-06,-4.55531452959849e-09,6.34364978541949e-07
11.102,1e-06,100000,9.99999996848695e-06,7.53344328172377e-06,1.63481492761618e-05,8.02877432245282e-07,1.6348062532997e-06,-1.97122567754718e-07,6.34806253299705e-07
11.103,1e-06,100000,9.99999996848695e-06,8.83707445016046e-06,1.63527640567819e-05,8.96252363762694e-07,1.63526794554252e-06,-1.03747636237306e-07,6.35267945542523e-07
11.104,1e-06,100000,9.99999996848695e-06,1.08286683197452e-05,1.63571981146226e-05,1.08286248391642e-06,1.63571180284441e-06,8.28624839164207e-08,6.35711802844406e-07
11.105,1e-06,100000,9.99999996848695e-06,1.19892582518409e-05,1.63605312484638e-05,1.19892030471148e-06,1.63604561431189e-06,1.98920304711477e-07,6.36045614311886e-07
11.106,1e-06,100000,9.99999996848695e-06,9.9737232406927e-06,1.63634380887617e-05,9.97391247782881e-07,1.636336843965e-06,-2.60875221711886e-09,6.36336843964999e-07
11.107,1e-06,100000,9.99999996848695e-06,7.35147736689885e-06,1.63676679228494e-05,7.91369048044061e-07,1.63676080658027e-06,-2.08630951955939e-07,6.3676080658027e-07
11.108,1e-06,100000,9.99999996848695e-06,9.97321346109652e-06,1.63717423578975e-05,9.97340771476077e-07,1.63716940110112e-06,-2.65922852392281e-09,6.37169401101116e-07
11.109,1e-06,100000,9.99999996848695e-06,9.76206780349065e-06,1.63764387164855e-05,9.76864261143204e-07,1.63764061682468e-06,-2.31357388567964e-08,6.37640616824678e-07
11.11,1e-06,100000,9.99999996848695e-06,9.68381827740309e-06,1.63810303609575e-05,9.69487695109642e-07,1.63810158823354e-06,-3.0512304890358e-08,6.38101588233539e-07
11.111,1e-06,100000,9.99999996848695e-06,8.6452181249541e-06,1.63842137223123e-05,8.81170248436669e-07,1.63842132948306e-06,-1.18829751563331e-07,6.38421329483056e-07
11.112,1e-06,100000,9.99999996848695e-06,8.34989755599404e-06,1.63880800982946e-05,8.58921629522565e-07,1.63880638492699e-06,-1.41078370477435e-07,6.38806384926994e-07
11.113,1e-06,100000,9.99999996848695e-06,8.91297816928599e-06,1.63914048500062e-05,9.02362776382042e-07,1.63913754696895e-06,-9.76372236179581e-08,6.39137546968949e-07
11.114,1e-06,100000,9.99999996848695e-06,7.66499346287078e-06,1.63949583778689e-05,8.11407961206693e-07,1.63949164427188e-06,-1.88592038793307e-07,6.39491644271882e-07
11.115,1e-06,100000,9.99999996848695e-06,9.80222549737206e-06,1.63990713785462e-05,9.80693675459351e-07,1.63990168225405e-06,-1.93063245406485e-08,6.39901682254049e-07
11.116,1e-06,100000,9.99999996848695e-06,8.64514937000402e-06,1.64023190748162e-05,8.81164934492358e-07,1.64022560026095e-06,-1.18835065507642e-07,6.40225600260948e-07
11.117,1e-06,100000,9.99999996848695e-06,1.11212964152022e-05,1.64062974941364e-05,1.11212892380024e-06,1.64062257339097e-06,1.1212892380024e-07,6.40622573390969e-07
11.118,1e-06,100000,9.99999996848695e-06,1.00700353307523e-05,1.64094360078735e-05,1.00699817889322e-06,1.64093587499193e-06,6.9981788932215e-09,6.4093587499193e-07
11.119,1e-06,100000,9.99999996848695e-06,9.13833098925164e-06,1.64124601063759e-05,9.21005194514229e-07,1.64123786832788e-06,-7.89948054857707e-08,6.41237868327876e-07
11.12,1e-06,100000,9.99999996848695e-06,1.11177625563981e-05,1.64167744013893e-05,1.11177540767406e-06,1.64166889607199e-06,1.1177540767406e-07,6.41668896071991e-07
11.121,1e-06,100000,9.99999996848695e-06,1.02866089661855e-05,1.64205792266262e-05,1.02865852755925e-06,1.64204921219737e-06,2.86585275592476e-08,6.42049212197366e-07
11.122,1e-06,100000,9.99999996848695e-06,9.33885249899638e-06,1.64244583412363e-05,9.38253208666472e-07,1.64243713545975e-06,-6.1746791333528e-08,6.42437135459745e-07
11.123,1e-06,100000,9.99999996848695e-06,7.09654577783222e-06,1.64290668938337e-05,7.75789930725455e-07,1.64289824303507e-06,-2.24210069274545e-07,6.4289824303507e-07
11.124,1e-06,100000,9.99999996848695e-06,1.11153680269234e-05,1.64329695913767e-05,1.11153498244954e-06,1.6432889289706e-06,1.11534982449544e-07,6.43288928970601e-07
11.125,1e-06,100000,9.99999996848695e-06,8.49982641946149e-06,1.64369922576758e-05,8.70074618788548e-07,1.64369181909089e-06,-1.29925381211452e-07,6.43691819090887e-07
11.126,1e-06,100000,9.99999996848695e-06,8.09504621079966e-06,1.64408673544134e-05,8.40605706910741e-07,1.64408011624437e-06,-1.59394293089259e-07,6.44080116244369e-07
11.127,1e-06,100000,9.99999996848695e-06,8.77806314801372e-06,1.64449342226343e-05,8.91558705640811e-07,1.64448782686783e-06,-1.08441294359189e-07,6.44487826867833e-07
11.128,1e-06,100000,9.99999996848695e-06,1.06374492654573e-05,1.6448235239841e-05,1.06373953517031e-06,1.64481890830262e-06,6.37395351703062e-08,6.44818908302618e-07
11.129,1e-06,100000,9.99999996848695e-06,8.93436896148889e-06,1.64507855312441e-05,9.04099858854646e-07,1.64507478564438e-06,-9.59001411453541e-08,6.45074785644382e-07
11.13,1e-06,100000,9.99999996848695e-06,6.68396558040813e-06,1.64543331607575e-05,7.51836275722727e-07,1.64543086092991e-06,-2.48163724277273e-07,6.45430860929912e-07
11.131,1e-06,100000,9.99999996848695e-06,8.21641313151665e-06,1.64588183891846e-05,8.49229809093318e-07,1.6458812636384e-06,-1.50770190906682e-07,6.45881263638396e-07
11.132,1e-06,100000,9.99999996848695e-06,7.2738550367809e-06,1.64629488225737e-05,7.86559620578697e-07,1.6462936399898e-06,-2.13440379421303e-07,6.46293639989801e-07
11.133,1e-06,100000,9.99999996848695e-06,8.23045933393624e-06,1.64662610086562e-05,8.50239344014971e-07,1.6466235128702e-06,-1.49760655985029e-07,6.46623512870203e-07
11.134,1e-06,100000,9.99999996848695e-06,6.47402010455951e-06,1.64693744523955e-05,7.40206306279137e-07,1.64693371282222e-06,-2.59793693720863e-07,6.46933712822216e-07
11.135,1e-06,100000,9.99999996848695e-06,9.35293526269081e-06,1.64735966227172e-05,9.3948885897155e-07,1.64735456465582e-06,-6.05111410284504e-08,6.47354564655825e-07
11.136,1e-06,100000,9.99999996848695e-06,8.0964047598011e-06,1.64767558876347e-05,8.4070127333641e-07,1.64766961033798e-06,-1.5929872666359e-07,6.47669610337984e-07
11.137,1e-06,100000,9.99999996848695e-06,7.12928950377742e-06,1.64800847900899e-05,7.77756511944462e-07,1.6480017028849e-06,-2.22243488055538e-07,6.48001702884905e-07
11.138,1e-06,100000,9.99999996848695e-06,7.67048761954096e-06,1.64829255898475e-05,8.11768181623721e-07,1.64828520800801e-06,-1.88231818376279e-07,6.48285208008013e-07
11.139,1e-06,100000,9.99999996848695e-06,1.09877365529988e-05,1.64867342247427e-05,1.09876798904262e-06,1.6486654538843e-06,9.87679890426166e-08,6.48665453884304e-07
11.14,1e-06,100000,9.99999996848695e-06,6.56832148117956e-06,1.64913931502757e-05,7.45385327003913e-07,1.64913082956991e-06,-2.54614672996087e-07,6.49130829569909e-07
11.141,1e-06,100000,9.99999996848695e-06,9.57989532340202e-06,1.64945435982832e-05,9.59861418957397e-07,1.64944567378299e-06,-4.01385810426027e-08,6.49445673782993e-07
11.142,1e-06,100000,9.99999996848695e-06,9.01055778320318e-06,1.64986453055556e-05,9.10341633139846e-07,1.64985576354662e-06,-8.96583668601538e-08,6.49855763546617e-07
11.143,1e-06,100000,9.99999996848695e-06,6.56767773114892e-06,1.65025670702048e-05,7.45349726659894e-07,1.65024805333798e-06,-2.54650273340106e-07,6.5024805333798e-07
11.144,1e-06,100000,9.99999996848695e-06,8.77743723966647e-06,1.65060358296485e-05,8.91509185427505e-07,1.65059518502389e-06,-1.08490814572495e-07,6.50595185023887e-07
11.145,1e-06,100000,9.99999996848695e-06,7.04628183973839e-06,1.65093033714977e-05,7.72790365257246e-07,1.65092231371921e-06,-2.27209634742754e-07,6.50922313719212e-07
11.146,1e-06,100000,9.99999996848695e-06,1.02014023863916e-05,1.65131210589154e-05,1.0201355093331e-06,1.6513046843158e-06,2.01355093330995e-08,6.513046843158e-07
11.147,1e-06,100000,9.99999996848695e-06,9.69029988687141e-06,1.65171308500059e-05,9.70094480605702e-07,1.6517064863262e-06,-2.99055193942984e-08,6.51706486326197e-07
11.148,1e-06,100000,9.99999996848695e-06,8.49159280222455e-06,1.65212339424366e-05,8.69454621072293e-07,1.65211784008238e-06,-1.30545378927707e-07,6.52117840082385e-07
11.149,1e-06,100000,9.99999996848695e-06,6.92751003917945e-06,1.65257753520734e-05,7.65793832055102e-07,1.65257337610075e-06,-2.34206167944898e-07,6.52573376100749e-07
11.15,1e-06,100000,9.99999996848695e-06,7.76749524017208e-06,1.65298134052126e-05,8.1818151084151e-07,1.65297863288408e-06,-1.8181848915849e-07,6.52978632884084e-07
11.151,1e-06,100000,9.99999996848695e-06,7.80537479014922e-06,1.65336918846306e-05,8.20713384229466e-07,1.65336806211477e-06,-1.79286615770534e-07,6.5336806211477e-07
11.152,1e-06,100000,9.99999996848695e-06,9.3159457575476e-06,1.65377887524643e-05,9.36250253093467e-07,1.65377819259925e-06,-6.3749746906533e-08,6.53778192599253e-07
11.153,1e-06,100000,9.99999996848695e-06,1.09292124841818e-05,1.65416421805587e-05,1.09291682694805e-06,1.65416192175248e-06,9.29168269480523e-08,6.54161921752482e-07
11.154,1e-06,100000,9.99999996848695e-06,1.00544115555093e-05,1.65446929907454e-05,1.00543805902144e-06,1.65446585154288e-06,5.43805902144081e-09,6.54465851542882e-07
11.155,1e-06,100000,9.99999996848695e-06,7.89607280694582e-06,1.65484039080913e-05,8.26839802973975e-07,1.65483569353905e-06,-1.73160197026025e-07,6.54835693539049e-07
11.156,1e-06,100000,9.99999996848695e-06,5.31824146958754e-06,1.65529796740589e-05,6.82118710524066e-07,1.65529195684633e-06,-3.17881289475934e-07,6.55291956846328e-07
11.157,1e-06,100000,9.99999996848695e-06,7.37281738186277e-06,1.65566903593187e-05,7.92701585737904e-07,1.65566214515516e-06,-2.07298414262096e-07,6.55662145155163e-07
11.158,1e-06,100000,9.99999996848695e-06,9.32248687373795e-06,1.65593747243067e-05,9.36821332605077e-07,1.65593004812471e-06,-6.31786673949231e-08,6.55930048124712e-07
11.159,1e-06,100000,9.99999996848695e-06,6.78781907912319e-06,1.65631144044418e-05,7.57725420922003e-07,1.65630341741816e-06,-2.42274579077997e-07,6.5630341741816e-07
11.16,1e-06,100000,9.99999996848695e-06,8.6790738773886e-06,1.65662680055831e-05,8.83794706804811e-07,1.65661840352557e-06,-1.16205293195189e-07,6.56618403525572e-07
11.161,1e-06,100000,9.99999996848695e-06,1.13262579612801e-05,1.65704007372671e-05,1.13262554102974e-06,1.65703136798503e-06,1.32625541029738e-07,6.57031367985031e-07
11.162,1e-06,100000,9.99999996848695e-06,1.15990866426501e-05,1.65747774024444e-05,1.15990556913521e-06,1.65746893210796e-06,1.59905569135214e-07,6.57468932107965e-07
11.163,1e-06,100000,9.99999996848695e-06,9.0001614577594e-06,1.65779408657406e-05,9.09484840490853e-07,1.65778534833623e-06,-9.05151595091466e-08,6.57785348336227e-07
11.164,1e-06,100000,9.99999996848695e-06,1.18555896912746e-05,1.65817706056189e-05,1.18555645253918e-06,1.6581685686379e-06,1.85556452539185e-07,6.58168568637896e-07
11.165,1e-06,100000,9.99999996848695e-06,9.70408594296129e-06,1.65855606094143e-05,9.71387611928548e-07,1.6585479872411e-06,-2.86123880714518e-08,6.58547987241097e-07
11.166,1e-06,100000,9.99999996848695e-06,9.95230017059368e-06,1.65885808544847e-05,9.95274417212019e-07,1.65885046937038e-06,-4.72558278798139e-09,6.58850469370384e-07
11.167,1e-06,100000,9.99999996848695e-06,9.67815302436299e-06,1.65918418321128e-05,9.68957955383513e-07,1.65917718512889e-06,-3.10420446164874e-08,6.59177185128891e-07
11.168,1e-06,100000,9.99999996848695e-06,7.79613208847507e-06,1.65953974622289e-05,8.20094156829236e-07,1.65953356867153e-06,-1.79905843170764e-07,6.59533568671533e-07
11.169,1e-06,100000,9.99999996848695e-06,9.02988453001676e-06,1.65996172335205e-05,9.11938706287295e-07,1.6599567183108e-06,-8.80612937127048e-08,6.59956718310803e-07
11.17,1e-06,100000,9.99999996848695e-06,9.60535098069185e-06,1.66034683656201e-05,9.62201629521092e-07,1.6603430899808e-06,-3.77983704789083e-08,6.603430899808e-07
11.171,1e-06,100000,9.99999996848695e-06,1.08009796783649e-05,1.66068280547255e-05,1.08009312049126e-06,1.66068030368877e-06,8.00931204912623e-08,6.60680303688772e-07
11.172,1e-06,100000,9.99999996848695e-06,4.06738068241885e-06,1.66108191776723e-05,6.28720969792065e-07,1.66108107278639e-06,-3.71279030207935e-07,6.61081072786393e-07
11.173,1e-06,100000,9.99999996848695e-06,7.14390003987959e-06,1.6614147397737e-05,7.78637238261749e-07,1.66141411148802e-06,-2.21362761738251e-07,6.61414111488019e-07
11.174,1e-06,100000,9.99999996848695e-06,1.11581829824233e-05,1.66190359266807e-05,1.1158138326155e-06,1.66190093938727e-06,1.15813832615498e-07,6.61900939387271e-07
11.175,1e-06,100000,9.99999996848695e-06,9.84042387625011e-06,1.66227425723394e-05,9.84364216807481e-07,1.66227025875113e-06,-1.56357831925187e-08,6.62270258751126e-07
11.176,1e-06,100000,9.99999996848695e-06,9.06137976104992e-06,1.66269085031662e-05,9.14553367938821e-07,1.66268553591284e-06,-8.54466320611791e-08,6.6268553591284e-07
11.177,1e-06,100000,9.99999996848695e-06,9.60648295434365e-06,1.6630499988277e-05,9.62305960090578e-07,1.66304371654171e-06,-3.76940399094217e-08,6.63043716541714e-07
11.178,1e-06,100000,9.99999996848695e-06,1.07894024907403e-05,1.66345179957905e-05,1.07893453760985e-06,1.66344461740934e-06,7.89345376098538e-08,6.63444617409337e-07
11.179,1e-06,100000,9.99999996848695e-06,6.97382446427708e-06,1.66373145334814e-05,7.68506970458375e-07,1.66372375895668e-06,-2.31493029541625e-07,6.63723758956677e-07
11.18,1e-06,100000,9.99999996848695e-06,9.40334151885602e-06,1.66417518281164e-05,9.43938405257907e-07,1.66416686798264e-06,-5.60615947420926e-08,6.64166867982642e-07
11.181,1e-06,100000,9.99999996848695e-06,5.29491950250527e-06,1.66452178453458e-05,6.8104027562716e-07,1.6645131492982e-06,-3.1895972437284e-07,6.64513149298204e-07
11.182,1e-06,100000,9.99999996848695e-06,8.90129701701376e-06,1.66478740121549e-05,9.01416999710924e-07,1.66477861798713e-06,-9.85830002890764e-08,6.64778617987134e-07
11.183,1e-06,100000,9.99999996848695e-06,8.83585108760442e-06,1.66515408738774e-05,8.96154558007233e-07,1.66514523902464e-06,-1.03845441992767e-07,6.65145239024637e-07
11.184,1e-06,100000,9.99999996848695e-06,1.09203957088922e-05,1.66556860868982e-05,1.09203784841682e-06,1.66555988119095e-06,9.203784841682e-08,6.65559881190946e-07
11.185,1e-06,100000,9.99999996848695e-06,7.34467450823486e-06,1.6659570513623e-05,7.90945197350846e-07,1.66594862459102e-06,-2.09054802649154e-07,6.65948624591025e-07
11.186,1e-06,100000,9.99999996848695e-06,9.63772120666918e-06,1.66628695349348e-05,9.65194048847086e-07,1.66627892466166e-06,-3.4805951152914e-08,6.66278924661661e-07
11.187,1e-06,100000,9.99999996848695e-06,1.03720642436507e-05,1.66666878119497e-05,1.03720473884683e-06,1.66666137649351e-06,3.72047388468316e-08,6.66661376493513e-07
11.188,1e-06,100000,9.99999996848695e-06,7.39167733759976e-06,1.66705652651358e-05,7.93883001866234e-07,1.66704993532382e-06,-2.06116998133766e-07,6.67049935323817e-07
11.189,1e-06,100000,9.99999996848695e-06,9.21550822971536e-06,1.66746185660761e-05,9.27568053979957e-07,1.6674563095558e-06,-7.24319460200426e-08,6.67456309555802e-07
11.19,1e-06,100000,9.99999996848695e-06,8.74336301957566e-06,1.66786595613624e-05,8.88821599598124e-07,1.6678616473215e-06,-1.11178400401876e-07,6.67861647321504e-07
11.191,1e-06,100000,9.99999996848695e-06,8.34340173311029e-06,1.66823685416064e-05,8.5844487357261e-07,1.66823385532945e-06,-1.4155512642739e-07,6.68233855329446e-07
11.192,1e-06,100000,9.99999996848695e-06,7.76092724150749e-06,1.66855420851825e-05,8.17744093366874e-07,1.66855246246838e-06,-1.82255906633126e-07,6.6855246246838e-07
11.193,1e-06,100000,9.99999996848695e-06,7.46586972356495e-06,1.66894409333159e-05,7.98564901021595e-07,1.66894405301905e-06,-2.01435098978405e-07,6.68944053019048e-07
11.194,1e-06,100000,9.99999996848695e-06,6.5586194505254e-06,1.66927234431207e-05,7.44849150467762e-07,1.66927096199634e-06,-2.55150849532238e-07,6.6927096199634e-07
11.195,1e-06,100000,9.99999996848695e-06,7.82031933981139e-06,1.66960794152288e-05,8.21716595500499e-07,1.66960520720911e-06,-1.78283404499501e-07,6.69605207209106e-07
11.196,1e-06,100000,9.99999996848695e-06,6.98284660246265e-06,1.66992484205532e-05,7.69037733814051e-07,1.6699209539653e-06,-2.30962266185949e-07,6.69920953965302e-07
11.197,1e-06,100000,9.99999996848695e-06,8.5657343615612e-06,1.67025069481292e-05,8.75069588261594e-07,1.67024574491028e-06,-1.24930411738406e-07,6.70245744910285e-07
11.198,1e-06,100000,9.99999996848695e-06,1.14519965860557e-05,1.67055146220406e-05,1.14519391152741e-06,1.67054564437672e-06,1.4519391152741e-07,6.70545644376717e-07
11.199,1e-06,100000,9.99999996848695e-06,8.11536679149296e-06,1.67094624557732e-05,8.42037419475366e-07,1.67093945201641e-06,-1.57962580524634e-07,6.70939452016412e-07
11.2,1e-06,100000,9.99999996848695e-06,1.03864494855919e-05,1.6712896891781e-05,1.0386411982035e-06,1.67128219782538e-06,3.86411982035021e-08,6.7128219782538e-07
11.201,1e-06,100000,9.99999996848695e-06,9.51861718248932e-06,1.67170419145314e-05,9.54274358545234e-07,1.67169604523835e-06,-4.57256414547656e-08,6.71696045238354e-07
11.202,1e-06,100000,9.99999996848695e-06,1.10632309794217e-05,1.67214181609018e-05,1.10632092384174e-06,1.67213320096569e-06,1.06320923841742e-07,6.72133200965686e-07
11.203,1e-06,100000,9.99999996848695e-06,8.63038983232974e-06,1.67260383517938e-05,8.80025678553835e-07,1.67259497318402e-06,-1.19974321446165e-07,6.72594973184018e-07
11.204,1e-06,100000,9.99999996848695e-06,8.46275787998546e-06,1.67299883874644e-05,8.67290277619712e-07,1.67298996797229e-06,-1.32709722380288e-07,6.72989967972288e-07
11.205,1e-06,100000,9.99999996848695e-06,8.3687345988974e-06,1.67337348455266e-05,8.60307159093792e-07,1.67336477787745e-06,-1.39692840906207e-07,6.73364777877455e-07
11.206,1e-06,100000,9.99999996848695e-06,6.45700628325141e-06,1.67376427237148e-05,7.39279563214227e-07,1.67375591585903e-06,-2.60720436785773e-07,6.73755915859031e-07
11.207,1e-06,100000,9.99999996848695e-06,1.22800397968139e-05,1.67411593757916e-05,1.22799745134052e-06,1.67410805251643e-06,2.27997451340522e-07,6.74108052516426e-07
11.208,1e-06,100000,9.99999996848695e-06,6.07939066722629e-06,1.67450347895274e-05,7.19291998993259e-07,1.67449628509093e-06,-2.80708001006741e-07,6.74496285090935e-07
11.209,1e-06,100000,9.99999996848695e-06,8.41335934665438e-06,1.6749033228808e-05,8.63607369634252e-07,1.67489703093786e-06,-1.36392630365748e-07,6.74897030937865e-07
11.21,1e-06,100000,9.99999996848695e-06,7.9777425842002e-06,1.67524158446982e-05,8.32435177568715e-07,1.67523620534282e-06,-1.67564822431285e-07,6.7523620534282e-07
11.211,1e-06,100000,9.99999996848695e-06,8.76537578029591e-06,1.67565663675004e-05,8.90555987905592e-07,1.67565256539496e-06,-1.09444012094408e-07,6.75652565394962e-07
11.212,1e-06,100000,9.99999996848695e-06,6.06761213510678e-06,1.67601930099947e-05,7.18685916791381e-07,1.6760165418127e-06,-2.81314083208619e-07,6.76016541812703e-07
11.213,1e-06,100000,9.99999996848695e-06,1.00264687629194e-05,1.6763028396396e-05,1.00264165379574e-06,1.67630121648993e-06,2.64165379573768e-09,6.76301216489929e-07
11.214,1e-06,100000,9.99999996848695e-06,8.55278784817307e-06,1.67663226735334e-05,8.74083888782432e-07,1.67663208557405e-06,-1.25916111217568e-07,6.76632085574053e-07
11.215,1e-06,100000,9.99999996848695e-06,8.21879134365693e-06,1.67698896831501e-05,8.49400568393082e-07,1.6769875960862e-06,-1.50599431606918e-07,6.76987596086202e-07
11.216,1e-06,100000,9.99999996848695e-06,1.11758983936273e-05,1.67739685054861e-05,1.1175878414189e-06,1.67739385031404e-06,1.17587841418896e-07,6.77393850314041e-07
11.217,1e-06,100000,9.99999996848695e-06,9.83603178403277e-06,1.67773039446239e-05,9.83940776473824e-07,1.67772620925311e-06,-1.6059223526176e-08,6.77726209253112e-07
11.218,1e-06,100000,9.99999996848695e-06,1.17060576157525e-05,1.67808065010041e-05,1.17060282608652e-06,1.67807536234557e-06,1.70602826086519e-07,6.78075362345569e-07
11.219,1e-06,100000,9.99999996848695e-06,1.09804259251627e-05,1.67838410438495e-05,1.09803800440214e-06,1.67837797892334e-06,9.80380044021447e-08,6.78377978923338e-07
11.22,1e-06,100000,9.99999996848695e-06,7.64320271313293e-06,1.67871124013553e-05,8.09982409347536e-07,1.67870433387041e-06,-1.90017590652464e-07,6.78704333870412e-07
11.221,1e-06,100000,9.99999996848695e-06,8.16417721114205e-06,1.67905098025628e-05,8.45496428592661e-07,1.67904339747736e-06,-1.54503571407339e-07,6.79043397477364e-07
11.222,1e-06,100000,9.99999996848695e-06,1.08566443382019e-05,1.67940533607415e-05,1.08566090546942e-06,1.67939719364143e-06,8.56609054694155e-08,6.79397193641427e-07
11.223,1e-06,100000,9.99999996848695e-06,7.87301077129861e-06,1.67985237178716e-05,8.25273366310363e-07,1.67984373607517e-06,-1.74726633689637e-07,6.79843736075172e-07
11.224,1e-06,100000,9.99999996848695e-06,8.48474373334057e-06,1.68011124105937e-05,8.68939553727145e-07,1.68010242828725e-06,-1.31060446272855e-07,6.80102428287254e-07
11.225,1e-06,100000,9.99999996848695e-06,7.81381606633163e-06,1.68047301226017e-05,8.21279736608953e-07,1.68046408555269e-06,-1.78720263391047e-07,6.80464085552688e-07
11.226,1e-06,100000,9.99999996848695e-06,9.36520287202729e-06,1.68086412251039e-05,9.40567899409323e-07,1.68085524782088e-06,-5.94321005906774e-08,6.80855247820878e-07
11.227,1e-06,100000,9.99999996848695e-06,1.05431733729043e-05,1.68123449068363e-05,1.05431176088883e-06,1.68122583316211e-06,5.43117608888261e-08,6.81225833162107e-07
11.228,1e-06,100000,9.99999996848695e-06,7.52395041570753e-06,1.68156981647393e-05,8.02268789436345e-07,1.68156149655025e-06,-1.97731210563655e-07,6.8156149655025e-07
11.229,1e-06,100000,9.99999996848695e-06,7.71474478903538e-06,1.68195202123417e-05,8.14681577836227e-07,1.68194424959198e-06,-1.85318422163773e-07,6.81944249591977e-07
11.23,1e-06,100000,9.99999996848695e-06,1.03221696332214e-05,1.68229413108937e-05,1.03221450491873e-06,1.68228699802496e-06,3.221450491873e-08,6.82286998024963e-07
11.231,1e-06,100000,9.99999996848695e-06,1.16767327294753e-05,1.68272643142856e-05,1.16766727634353e-06,1.68272030512768e-06,1.67667276343527e-07,6.82720305127677e-07
11.232,1e-06,100000,9.99999996848695e-06,1.0317657221108e-05,1.68310502719811e-05,1.03176191371764e-06,1.68309996597386e-06,3.17619137176358e-08,6.83099965973856e-07
11.233,1e-06,100000,9.99999996848695e-06,6.14958212063316e-06,1.68347469280227e-05,7.22925110865141e-07,1.68347083687521e-06,-2.77074889134859e-07,6.83470836875205e-07
11.234,1e-06,100000,9.99999996848695e-06,8.48615910916117e-06,1.68378941443276e-05,8.69045943546509e-07,1.6837867134908e-06,-1.30954056453491e-07,6.83786713490797e-07
